movie_id,person_id,person_name,character_name,cast_order
398959,1667642,Tina Hamperl,Tanja,3
398959,26498,Ernst Jacobi,Sievers,4
398959,1735548,Felicitas Grimm-Luck,Roula (young),5
287305,8196,Ulrich Mühe,Dr. Jochen Schuster,1
287305,43451,Iris Berben,Dr. Greta Goerre,2
287305,37477,Marita Marschall,Cilli Schuster-Braun,3
287305,1875,Rufus Beck,Peter Hackmann,4
287305,5266,Rüdiger Vogler,Wolfram Braun,5
339428,45275,Erik Goertz,Joachim Krippo,1
339428,36691,Anton Rattinger,Horst,2
339428,1465293,Dieter Wardetzky,Opa Krippo,3
339428,1465294,Isabel Trimborn,Uschi,4
339428,4922,Ralf Richter,Engel,5
12652,4885,Emmanuelle Béart,Nelly,0
12652,12270,Michel Serrault,M. Pierre Arnaud,1
12652,7037,Jean-Hugues Anglade,Vincent Granec,2
12652,73264,Claire Nadeau,Jacqueline,3
12652,2369,Michael Lonsdale,Dollabella,4
10684,5292,Denzel Washington,Lieutenant Colonel Nathaniel Serling,0
10684,5344,Meg Ryan,Captain Karen Emma Walden,1
10684,38560,Lou Diamond Phillips,Staff Sergeant John Monfriez,2
10684,1892,Matt Damon,Ilario,3
10684,21030,Michael Moriarty,Brigadier General Hershberg,4
954,500,Tom Cruise,Ethan Hunt,0
954,10127,Jon Voight,Jim Phelps,1
954,4885,Emmanuelle Béart,Claire Phelps,2
954,15319,Henry Czerny,Eugene Kittridge,3
954,1003,Jean Reno,Franz Krieger,4
68445,68973,Masatoshi Nagase,Hirata,0
68445,3127,Lili Taylor,Jill,1
68445,26473,Fisher Stevens,Jack,2
68445,96523,Gísli Halldórsson,Siggi,3
68445,187708,Laura Hughes,Laura,4
18989,32,Robin Wright,Moll Flanders,0
18989,192,Morgan Freeman,Hibble,1
18989,8893,Stockard Channing,Mrs. Allworthy,2
18989,28743,John Lynch,Fielding,3
18989,18345,Brenda Fricker,madame Mazzawatty,4
10801,23524,Veronica Ferres,Franziska Herr-Gross,0
10801,1844,Til Schweiger,Hajo Heiermann,1
10801,1084,Joachim Król,Dr. Enno Winkel,2
10801,5793,Liselotte Pulver,Alma Winkel,3
10801,35264,Thomas Heinze,Will Gross,4
54285,150127,Pang Eun-jin,Song,0
54285,1145025,Hwang Shin-hye,Yun,1
54285,1386703,Kim Choo-ryeon,The Investigator,2
54285,554825,Park Cheol-Ho,Kang Joon-shik,3
8840,6065,Dennis Quaid,Bowen,0
8840,11207,David Thewlis,King Einon,1
8840,4935,Pete Postlethwaite,Gilbert of Glockenspur,2
8840,2133,Dina Meyer,Kara,3
8840,1666,Julie Christie,Queen Aislinn,4
278978,544084,Peter Ketnath,Leo Knie,1
278978,681,Nina Hoss,Marilli Kosemund,2
278978,49851,Steffen Schroeder,Biwi Leer,3
278978,1325073,Susanna Wellenbrink,Anneliese Dingler,4
278978,1181865,Andreas Nickl,Booby Rupp,5
124625,105793,George Tabori,George Tabori,1
124625,83437,Pauline Collins,Elsa Tabori,2
124625,8198,Ulrich Tukur,SS-Offizier,3
124625,37070,Heribert Sasse,Kelemen,4
124625,48371,Buddy Elias,Rabbi,5
11107,2395,Whoopi Goldberg,Edwina 'Eddie' Franklin,0
11107,8924,Frank Langella,Wild Bill Burgess,1
11107,1117,Dennis Farina,Coach John Bailey,2
11107,28633,Richard Jenkins,Carl Zimmer,3
11107,4494,Lisa Ann Walter,Claudine,4
16417,80524,Leon Schuster,Rhino Labuschagne,0
16417,77681,John Matshikiza,Zulu Mashabela,1
16417,147823,Wilson Dunster,Captain Diehard,2
16417,103582,Terri Treas,Rowena Labuschagne,3
16417,80530,Michelle Bowes,Tienkie Labuschagne,4
70934,38665,Max Cullen,Billy Apples,0
70934,110008,Kris McQuade,Kate Hammond,1
70934,152485,Tina Bursill,Louise,2
70934,559922,Drew Forsythe,Sid Banks,3
70934,10760,Genevieve Lemon,Julie,4
10363,15135,Alain Delon,Tom Ripley,0
10363,15395,Maurice Ronet,Philippe Greenleaf,1
10363,39644,Marie Laforêt,Marge Duval,2
10363,37728,Erno Crisa,Riccordi,3
10363,13733,Frank Latimore,O'Brien,4
161070,4173,Anthony Hopkins,Ieuan Davies,0
161070,10655,Leslie Phillips,Professor Alexander Blathwaite,1
161070,20879,Kate Burton,Helen Blathwaite,2
161070,189427,Gawn Grainger,Dr. Michael Lloyd,3
161070,185826,Rhian Morgan,Sian Blathwaite,4
10539,6199,Miriam Margolyes,Aunt Sponge / Glowworm (voice),1
10539,34901,Joanna Lumley,Aunt Spiker,2
10539,4935,Pete Postlethwaite,Old Man,3
10539,4038,Susan Sarandon,Miss Spider (voice),4
10539,3037,Richard Dreyfuss,Centipede (voice),5
10543,13240,Mark Wahlberg,David McCall,0
10543,368,Reese Witherspoon,Nicole Walker,1
10543,52267,William Petersen,Steve Walker,2
10543,24967,Alyssa Milano,Margo Masse,4
10543,15851,Amy Brenneman,Laura Walker,5
18414,21290,Dave Foley,Marv / Psychiatrist / New guy / Raymond Hurdicure,0
18414,73499,Bruce McCulloch,Alice / Cisco / Grivo / Worm pill scientist / Cop #2 / Cancer boy / White-trash man,1
18414,58955,Kevin McDonald,Dr. Chris Cooper / Doreen / Chris' dad / Lacey,2
18414,56867,Mark McKinney,Simon / Don Roritor / Cabbie / Gunther / Cop #1 / Nina Bedford / Melanie / Drill sergeant / White-trash woman,3
18414,78576,Scott Thompson,Baxter / Mrs. Hurdicure / Wally Terzinsky / Malek / Big Stummies scientist / The Queen / Raj / Clemptor,4
47502,38225,Cher,Margaret,0
47502,9046,Chazz Palminteri,Tony,1
47502,31070,Ryan O'Neal,Jack Connor,2
47502,47773,Paul Mazursky,Dr. Susskind,3
47502,42715,Amber Smith,Debbie,4
11902,48791,Predrag 'Miki' Manojlović,Marko Dren,0
11902,70874,Lazar Ristovski,"Petar ""Blacky"" Popara",1
11902,70875,Mirjana Joković,Natalija Zovkov,2
11902,70876,Slavko Štimac,Ivan Dren,3
11902,129215,Ernst Stötzner,Franz / Actor playing Franz,4
27098,96935,Johan Widerberg,Stig,0
27098,87724,Marika Lagercrantz,Viola,1
27098,56392,Tomas von Brömssen,Kjell,2
27098,96936,Karin Huldt,Lisbet,3
27098,96937,Nina Gunke,Stig's Mother,4
25087,9452,Daniel Bernhardt,Alex Cardo,0
25087,23915,Pat Morita,David Leung,1
25087,70254,Donald Gibb,Ray 'Tiny' Jackson,2
25087,20904,James Hong,Sun,3
25087,1384703,Lori Lynn Dickerson,Janine Elson,4
5801,13762,Kanu Bannerjee,Harihar Ray,0
5801,13763,Karuna Bannerjee,Sarbojaya Ray,1
5801,45593,Chunibala Devi,Indir Thakrun,2
5801,45591,Uma Das Gupta,Durga,3
5801,45592,Subir Banerjee,Apu,4
896,13752,Soumitra Chatterjee,Apurba Roy,0
896,13753,Sharmila Tagore,Aparna,1
896,13755,Alok Chakravarty,Kajal,2
896,13756,Swapan Mukherjee,Pulu,3
896,13757,Dhiresh Majumdar,Shashinarayan,4
3065,30020,Michael J. Nelson,Mike Nelson,0
3065,30019,Trace Beaulieu,Dr. Clayton Forrester / Crow T. Robot,1
3065,30021,Jim Mallon,Gypsy,2
3065,30022,Kevin Murphy,Tom Servo,3
3065,30023,John Brady,Benkitnorf,4
2300,23678,Michael Jordan,Himself,0
2300,4201,Wayne Knight,Stan Podolak,1
2300,23679,Billy West,Bugs Bunny/Elmer Fudd (voice),2
2300,23680,Dee Bradley Baker,Daffy Duck/Tazmanian Devil/Bull (voice),3
2300,4604,Theresa Randle,Juanita Jordan,4
8069,6352,Jane Fonda,Barbarella,0
8069,29426,John Phillip Law,Pygar,1
8069,53768,Anita Pallenberg,The Great Tyrant,2
8069,39690,Marcel Marceau,Professor Ping,3
8069,20113,Claude Dauphin,President of Earth,4
288173,13445,Tia Carrere,Nora,1
288173,93350,Rigg Kennedy,Capt. Dalton,2
288173,166951,Lisa Dean Ryan,Caroline,3
288173,147593,Tricia Leigh Fisher,Maureen,4
288173,115874,Carlos Gómez,Juan Delgado,5
187851,1682222,Donna Frotscher,Melody Duncan,1
187851,929393,Nick Baldasare,Director Mel Duncan,2
187851,103856,Christina Veronica,Tammy,3
187851,1682226,Charlie Barnett,Larry,4
187851,42545,Ron Jeremy,Darryl,5
27768,879,Billy Bob Thornton,Karl Childers,0
27768,21625,Molly Ringwald,Teresa Tatum,1
27768,22131,J.T. Walsh,Charles Bushman,2
221917,3926,Albert Finney,Danny's Father,0
221917,35598,Matt Keeslar,Danny,1
221917,3315,Victoria Smurfit,Annagh,2
221917,120006,Anthony Brophy,Prunty,3
221917,1282,David Kelly,Father Gaynor,4
8072,19794,Eddie Constantine,Lemmy Caution,0
8072,18197,Anna Karina,Natacha Von Braun,1
8072,30719,Akim Tamiroff,Henri Dickson,2
8072,13696,Howard Vernon,Prof. Leonard Nosferatu aka von Braun,3
8072,246358,Christa Lang,1st Seductress Third Class,4
35797,24366,Philippe Noiret,Lucien Cordier,0
35797,17882,Isabelle Huppert,Rose Mercaillou,1
35797,20795,Jean-Pierre Marielle,Le Peron,2
35797,19092,Stéphane Audran,Huguette Cordier,3
35797,30641,Eddy Mitchell,Nono,4
88030,4429,Jim Jarmusch,,0
88030,26959,Samuel Fuller,,1
83857,3094,Talia Shire,Emily Hollander,0
83857,44845,Elizabeth Ashley,Andrea Glassen,1
83857,830,Joe Cortese,Bob Luffrono,2
83857,89841,Kay Medford,Ida Marx,3
83857,557998,Michael Gorrin,Sam Marx,4
33245,21315,Eric Roberts,Nick Stark,0
33245,29370,Gregory Harrison,Brandon Theis,1
33245,30123,Lee Grant,Amalia Stark,2
33245,8892,Olivia Newton-John,Lina Bingham,3
33245,11152,Margaret Cho,Charlene Lee,4
124460,21245,Greta Scacchi,Deborah Voysey,0
124460,17258,Kerry Fox,Sally Voysey,1
124460,4783,Sam Neill,Dr. Max Askey,2
124460,93518,John Hargreaves,,3
27281,2047,Danny Glover,Capt. Sam Cahill,0
27281,11477,Ray Liotta,Capt. T.C. Doyle,1
27281,5724,Denis Leary,Lt. David Poole,2
27281,12975,Doug E. Doug,Sp4 Harvey (H.A.) Ashford,3
27281,21563,Corin Nemec,Sp5 Lawrence Farley,4
105045,680,Corinna Harfouch,Sophie II,0
105045,8790,Meret Becker,Sophie I,1
105045,11951,August Zirner,Konrad,2
105045,10627,Eva Mattes,Barbara,3
105045,1865,Hark Bohm,Müller,4
40001,4090,Shirley MacLaine,Grace Winterbourne,0
40001,70233,Ricki Lake,"Connie Doyle/""Patricia Winterbourne""",1
40001,18269,Brendan Fraser,Bill/Hugh Winterbourne,2
40001,13636,Jane Krakowski,Christine,3
40001,11628,Loren Dean,Steve DeCunzo,4
29621,16214,Mario Van Peebles,Solo,0
29621,12852,Barry Corbin,General Clyde Haynes,1
29621,6573,William Sadler,Colonel Frank Madden / Improved Solo,2
29621,5874,Jaime Osorio Gómez,Sgt. Lorenzo the Tracker,3
29621,76961,Demián Bichir,Rio,4
20762,13022,Tom Berenger,Jonathan Shale,0
20762,58650,Raymond Cruz,Joey Six,1
20762,47775,Marc Anthony,Juan Lacas,2
20762,4520,William Forsythe,Hollan,3
20762,40481,Luis Guzmán,Rem,4
37144,5588,Alicia Silverstone,Mary Giordano,1
37144,6863,Kevin Dillon,Tony Campbell,2
37144,5502,Bill Nunn,Detective Jerry Guinn,3
37144,61111,Tara Subkoff,Liz McConnell,4
37144,2234,Michael Bowen,Earl Parkins,5
48260,99,Amanda Plummer,Eunice,0
48260,13363,Saskia Reeves,Miriam,1
48260,1412887,Kathy Jamieson,Wendy,2
48260,102980,Des McAleer,Eric McDermott,3
48260,1221971,Lisa Riley,Danielle,4
12656,6384,Keanu Reeves,Jjaks Clayton,0
12656,6941,Cameron Diaz,Freddie Clayton,1
12656,7132,Vincent D'Onofrio,Sam Clayton,2
12656,18792,Delroy Lindo,Red,3
12656,707,Dan Aykroyd,Det. Ben Costikyan,4
38867,42325,Audie England,Elena Martin,0
38867,36055,Costas Mandylor,Lawrence Walters,1
38867,1048569,Bernard Zette,Donald,2
38867,1048570,Eric Da Silva,Marcel,3
38867,1048571,Rory Campbell,Miguel,4
277270,21029,Billy Burke,James Bird,1
277270,47296,Jeffrey Dean Morgan,Rod,2
277270,1661329,Lorraine Devon Wilke,Claire,4
277270,1661330,Patricia Royce,Kendall Byrne,5
277270,165802,David Crosby,Damian Lyndell,6
25969,156413,Perry Anzilotti,Tuxedo Salesman,0
25969,8534,Kathy Bates,Meg Bethune,1
25969,233298,Robert Curtis Brown,Alexander,2
25969,16666,Kevin Connolly,Andy,3
25969,3908,Tony Denman,Kid,4
44103,13514,Jan Decleir,Adolf Daens,0
44103,23565,Gérard Desarthe,Charles Woeste,1
44103,140492,Antje De Boeck,Nette Scholliers,2
44103,140493,Michael Pas,Jan De Meeter,3
44103,140494,Karel Baetens,Jefke,4
753,4800,Gena Rowlands,Jeannie Rapp,0
753,3142,John Marley,Richard Forst,1
753,11140,Lynn Carlin,Maria Forst,2
753,5950,Seymour Cassel,Chet,3
753,11141,Fred Draper,Freddie Draper,4
43634,1920,Winona Ryder,Patty Vare,0
43634,526,Lukas Haas,John Baker Jr.,1
43634,4764,John C. Reilly,Officer Kellogg Curry,2
43634,6474,James Le Gros,Fenton Ray,3
43634,22108,Skeet Ulrich,Bud Valentine,4
9103,15111,Jean-Claude Van Damme,Christopher Dubois,0
9103,10222,Roger Moore,Lord Edgar Dobbs,1
9103,1736,James Remar,Maxie Devine,2
9103,10489,Jack McGee,Harry Smythe,3
9103,54649,Louis Mandylor,Riggi,4
90214,77335,Ben Mendelsohn,Lewis,0
90214,150536,Barry Otto,Roy,1
90214,3051,Toni Collette,Julie,2
90214,3052,Rachel Griffiths,Lucy,3
90214,144081,Aden Young,Nick,4
29649,24203,Rhea Perlman,Phyllis Saroka,0
29649,59568,Fredro Starr,Shorty,1
29649,10556,Carol Kane,Mona,2
29649,18288,Terrence Howard,Spaceman (as Terrence DaShon Howard),3
29649,74077,Camille Saviola,Barbara,4
10990,1733,Nick Nolte,Max Hoover,0
10990,29369,Melanie Griffith,Katherine Hoover,1
10990,9046,Chazz Palminteri,Elleroy Coolidge,2
10990,147,Michael Madsen,Eddie Hall,3
10990,2969,Chris Penn,Arthur Relyea,4
8866,139,Uma Thurman,Noelle,0
8866,21197,Janeane Garofalo,Abby,2
8866,21343,Ben Chaplin,Brian,3
8866,155173,James McCaffrey,Roy,4
8866,157609,Richard Coca,Eric,5
12233,51750,Joey Lawrence,Oliver (voice),0
12233,71791,Billy Joel,Dodger (voice),1
12233,11159,Cheech Marin,Tito (voice),2
12233,58661,Richard Mulligan,Einstein (voice),3
12233,24368,Roscoe Lee Browne,Francis (voice),4
23449,22675,Damon Wayans,Lewis Scott,0
23449,11511,Daniel Stern,Mike O'Hara,1
23449,4443,Christopher McDonald,Coach Kimball,2
23449,26009,Gail O'Grady,Carol O'Hara,3
23449,925,Paul Guilfoyle,Kevin O'Grady,4
36355,109,Elijah Wood,Sandy Ricks,0
36355,57147,Paul Hogan,Porter Ricks,1
36355,783,Jonathan Banks,Dirk Moran,2
36355,131947,Jason Fuchs,Marvin,3
36355,135571,Robert Deacon,Bounty Fisherman #1,4
37667,15887,Julia Ormond,Rachel Clifford,0
37667,3129,Tim Roth,Philip Chaney,1
37667,5414,Colin Salmon,Towler,2
37667,20056,Keith Allen,Lenny,3
37667,2983,Mark Strong,Kenny,4
90148,6161,Jennifer Connelly,Irene,0
90148,3131,Antonio Banderas,Francisco,1
90148,34027,Stefania Sandrelli,Beatriz,2
90148,24609,Diego Wallraff,Jose,3
90148,1012974,Camilo Gallardo,Gustavo,4
922,85,Johnny Depp,William Blake,0
922,15439,Gary Farmer,Nobody,1
922,1064,Crispin Glover,Train Fireman,2
922,2714,Lance Henriksen,Cole Wilson,3
922,7486,Michael Wincott,Conway Twill,4
11876,1137,Juliette Binoche,Pauline de Théus,0
11876,15533,Olivier Martinez,Angelo Pardi,1
11876,24816,Pierre Arditi,Monsieur Peyrolle,2
11876,33161,François Cluzet,Le médecin,3
11876,16927,Gérard Depardieu,Le commissaire de police de Manosque,4
52633,113936,Joanne Nail,Maggie,0
52633,47405,Robbie Lee,Lace,1
52633,169922,Asher Brauner,Dominic,3
52633,1036516,Chase Newhart,Crabs,4
52633,101966,Monica Gayle,Patch,5
62364,3810,Javier Bardem,Víctor Ventura,0
62364,37946,Aitana Sánchez-Gijón,Amanda,1
62364,235221,Josep Maria Flotats,Bill / Ricardo,2
62364,25025,María Barranco,Angela,3
62364,73698,Myriam Mézières,Sheila Crawford,4
11687,1003,Jean Reno,Godefroy de Papincourt,0
11687,62531,Valérie Lemercier,Frénégonde de Pouille / Béatrice de Montmirail,1
11687,28781,Christian Clavier,Jacquouille la Fripouille / Jacquard,2
11687,64913,Marie-Anne Chazel,Ginette la clocharde,3
11687,24877,Christian Bujeau,Jean-Pierre,4
9304,2232,Michael Keaton,Doug Kinney,0
9304,1533,Andie MacDowell,Laura Kinney,1
9304,1166,Harris Yulin,Leeds,2
9304,26510,Eugene Levy,Vic,3
9304,186573,Zack Duhame,Zack Kinney,4
73183,106171,Maila Nurmi,Herself,0
73183,99126,Dolores Fuller,Herself,1
73183,103080,Paul Marco,Himself,2
73183,1547,Bela Lugosi,Himself,3
73183,927869,Bela Lugosi Jr.,Himself,4
131232,1093108,Francesco Sframeli,Nunzio,0
131232,1093110,Spiro Scimone,Pino,1
9100,17346,Robin Tunney,Sarah Bailey,0
9100,826,Fairuza Balk,Nancy Downs,1
9100,9206,Neve Campbell,Bonnie,2
9100,19222,Rachel True,Rochelle,3
9100,22108,Skeet Ulrich,Chris Hooker,4
20759,2231,Samuel L. Jackson,Rev. Fred Sultan,0
20759,4785,Jeff Goldblum,Mitchell Kane,1
20759,36602,Peter Berg,Terry Conklin,2
20759,16165,Jon Lovitz,Sol,3
20759,22675,Damon Wayans,"James ""The Grim Reaper"" Roper",5
46063,4430,Sharon Stone,Cindy Liggett,0
46063,52602,Rob Morrow,Rick Hayes,1
46063,1811,Randy Quaid,Sam Burns,2
46063,8212,Peter Gallagher,John Hayes,3
46063,12536,Jack Thompson,The Governor,4
32513,20300,Eileen Atkins,Judith Starkadder,0
32513,3967,Kate Beckinsale,Flora Poste,1
32513,127913,Sheila Burrell,Ada Doom,2
32513,11275,Stephen Fry,Mybug,3
32513,12517,Freddie Jones,Adam Lambsbreath,4
40651,2506,Alice Krige,Lisa Benjamenta,0
40651,40900,Mark Rylance,Jakob,1
40651,3757,Gottfried John,Herr Benjamenta,2
40651,1516481,Daniel Smith,Kraus,3
36915,7447,Alec Baldwin,Dave Robicheaux,0
36915,6473,Kelly Lynch,Annie Robicheaux,1
36915,21315,Eric Roberts,Bubba Rocque,2
36915,10742,Teri Hatcher,Claudette Rocque,3
36915,31140,Mary Stuart Masterson,Robin Gaddis,4
40507,9811,Fred Williamson,John Bookman,0
40507,2230,Pam Grier,Laurie Thompson,1
40507,4774,Jim Brown,Jake Trevor,2
40507,1818,Paul Winfield,Reverend Dorsey,3
40507,21009,Isabel Sanford,Gracie Bookman,4
9802,738,Sean Connery,John Patrick Mason,0
9802,2963,Nicolas Cage,Dr. Stanley Goodspeed,1
9802,228,Ed Harris,"Brigadier General Francis X. Hummel, USMC",2
9802,34691,John Spencer,FBI Director James Womack,3
9802,52,David Morse,Major Tom Baxter,4
25697,3151,Jack Lemmon,,0
25697,707,Dan Aykroyd,,1
25697,5149,Bonnie Hunt,Gail Holland,2
25697,21757,J.C. Quinn,detektyw Stanley,3
25697,24292,Jerry Adler,Sędzia,4
21588,4757,Rupert Everett,Francesco Dellamorte,0
21588,77904,François Hadji-Lazaro,Gnaghi,1
21588,87679,Anna Falchi,She,2
21588,1301274,Fabiana Formica,Valentina Scanarotti,3
21588,46418,Mickey Knox,Marshall Straniero,4
664,9994,Helen Hunt,Dr. Jo Harding,0
664,2053,Bill Paxton,Bill Harding,1
664,2130,Cary Elwes,Dr. Jonas Miller,2
664,9995,Jami Gertz,Dr. Melissa Reeves,3
664,1233,Philip Seymour Hoffman,Dustin Davis,4
11867,6736,Pamela Anderson,Barbara Kopetski,0
11867,7242,Temuera Morrison,Axel Hood,1
11867,65020,Victoria Rowell,Dr. Corrina Devonshire,2
11867,22133,Jack Noseworthy,Charlie Kopetski,3
11867,1646,Udo Kier,Curly,4
47119,16927,Gérard Depardieu,Gerard,0
47119,19888,Géraldine Pailhas,Sophie,1
47119,1138971,Dominique Rocheteau,Jeannot,2
47119,144780,Fabienne Babe,Cathy,3
47119,38351,Elisabeth Depardieu,Micheline,4
314352,23524,Veronica Ferres,Barbara,1
314352,36653,Anica Dobra,Linda,2
314352,185225,Julia Stemberger,Christine,3
314352,1876,Kai Wiesinger,Manuel,4
314352,564791,Gabriel Barylli,Taxifahrer,5
9323,34923,Atsuko Tanaka,Motoko Kusanagi (voice),0
9323,40451,Akio Ohtsuka,Batou (voice),1
9323,625,Iemasa Kayumi,Puppetmaster (voice),2
9323,20664,Kouichi Yamadera,Togusa (voice),3
9323,83933,Yutaka Nakano,Ishikawa (voice),4
10280,31512,Robert John Burke,Billy Halleck,0
10280,3266,Joe Mantegna,Richie Ginelli,1
10280,5148,Lucinda Jenney,Heidi Halleck,2
10280,14884,Michael Constantine,Tadzu Lempke,3
10280,56152,Kari Wuhrer,Gina Lempke,4
10535,7633,Leslie Nielsen,Dick Steele,0
10535,37045,Nicollette Sheridan,Veronique Ukrinsky,1
10535,1466,Charles Durning,The Director,2
10535,4726,Marcia Gay Harden,Miss Cheevus,3
10535,13473,Barry Bostwick,Norman Coleman,4
124613,11851,Om Puri,Hussein Shah,0
124613,63358,Angeline Ball,Mary,1
124613,208095,Ace Bhatti,Irshad,2
124613,119792,Bhasker Patel,Gholam,3
124613,53379,Pavan Malhotra,Amir,4
532,7317,Peter Sallis,Wallace (voice),0
532,77287,Anne Reid,Wendolene (voice),1
26744,81970,John Garfield,Joe Morse,0
26744,18646,Thomas Gomez,Leo Morse,1
26744,3340,Marie Windsor,Edna Tucker,2
26744,96137,Howland Chamberlain,Freddie Bauer,3
26744,19400,Roy Roberts,Ben Tucker,4
16299,74036,Tom Arnold,Stanley Stupid,0
16299,83196,Jessica Lundy,Joan Stupid,1
16299,69395,Bug Hall,Buster Stupid,2
16299,80290,Alex McKenna,Petunia Stupid,3
16299,55194,Mark Metcalf,Colonel Neidermeyer,4
10547,6952,Charlie Sheen,Zane Zaminski,0
10547,32225,Lindsay Crouse,Ilana Green,1
10547,31028,Richard Schiff,Calvin,2
10547,21399,Ron Silver,Phil Gordian,3
10547,10399,Teri Polo,Char,4
245268,10921,Charles Laughton,Jocko Wilson,0
245268,80237,Binnie Barnes,Aggie Dawlins,1
245268,67685,Richard Carlson,Nipper Wilson,2
245268,17752,Donna Reed,Mary Wilson,3
245268,1110553,Christopher Severn,Nipper Wilson (child),4
935,12446,Peter Sellers,Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove,0
935,862,George C. Scott,"General ""Buck"" Turgidson",1
935,3088,Sterling Hayden,Brigadier General Jack D. Ripper,2
935,4966,Keenan Wynn,Colonel Bat Guano,3
935,14253,Slim Pickens,"Major ""King"" Kong",4
55613,177950,Kyle McCulloch,Grigorss,0
55613,222737,Gosia Dobrowolska,Zenaida,1
55613,186300,Sarah Neville,Klara,2
55613,1195707,Brent Neale,Johann,3
55613,939275,Paul Cox,Count Knotkers,4
215107,1199803,George Thrush,George,0
215107,223747,Marya Cohn,Marya,1
215107,1199804,Ann O'Brien,Ann,2
41007,13333,Vanessa Redgrave,Miss Bentley,0
41007,9126,Edward Fox,Major Wilshaw,1
41007,139,Uma Thurman,Miss Beaumont,2
41007,15385,Alida Valli,Signora Fascioli,3
41007,147165,Carlo Cartier,Mr. Bonizzoni,4
35645,6886,Christina Ricci,Beth Easton,0
35645,34612,Anna Chlumsky,Jody Salerno,1
35645,114470,Polly Draper,Kate Easton,2
35645,50464,Brian Kerwin,Matt Hollinger,3
35645,2958,Diana Scarwid,Lynette Salerno,4
110465,8724,Errol Flynn,"Mahbub Ali, the Red Beard",0
110465,923,Dean Stockwell,Kim,1
110465,2092,Paul Lukas,Lama,2
110465,33484,Robert Douglas,Colonel Creighton,3
110465,18646,Thomas Gomez,Emissary,4
255546,137907,Carmen Miranda,Herself,1
255546,119300,Aurora Miranda,Herself,2
255546,4355,Cesar Romero,Himself,3
255546,13299,Rita Moreno,Herself,4
255546,94928,Alice Faye,Herself,5
40751,69637,Leslie Cheung,Ouyang Feng / Malicious West,0
40751,56861,Tony Leung Ka-Fai,Huang Yaoshi / Evil East,1
40751,56830,Brigitte Lin,Murong Yang / Murong Yin,2
40751,25245,Jacky Cheung,Hong Qi,3
40751,1337,Tony Leung Chiu-Wai,Blind Swordsman,4
275096,1353683,Behzad Khodaveisi,,1
275096,1353684,Fatemeh Azrah,,2
11101,39251,Dominique Horwitz,Obergefreiter Fritz Reiser,0
11101,3491,Thomas Kretschmann,Leutnant Hans von Witzland,1
11101,4936,Jochen Nickel,Unteroffizier Manfred 'Rollo' Rohleder,2
11101,22184,Sebastian Rudolph,GeGe Müller,3
11101,14632,Dana Vávrová,Irina,4
9826,1954,Billy Zane,The Phantom / Kit Walker,0
9826,56128,Kristy Swanson,Diana Palmer,1
9826,4515,Treat Williams,Xander Drax,2
9826,1922,Catherine Zeta-Jones,Sala,3
9826,1736,James Remar,Quill,4
9879,3416,Demi Moore,Erin Grant,0
9879,16475,Burt Reynolds,David Dilbeck,1
9879,23346,Armand Assante,Lt. Al Garcia,2
9879,10182,Ving Rhames,Shad,3
9879,418,Robert Patrick,Darrell Grant,4
63564,11514,Catherine O'Hara,Cathleen,0
63564,7499,Jared Leto,Frankie Griffin,1
63564,6886,Christina Ricci,Erin,2
63564,5168,Gabriel Byrne,Jack Griffin,3
63564,9029,Stephen Rea,Cab Driver,4
22621,882,Liv Tyler,Callie,0
22621,3201,Pruitt Taylor Vince,Victor Modino,1
22621,7632,Shelley Winters,Dolly Modino,2
22621,102,Deborah Harry,Delores,3
22621,4887,Joe Grifasi,Leo,4
7095,2157,Robin Williams,Jack Charles Powell,0
7095,2882,Diane Lane,Karen Powell,1
7095,50464,Brian Kerwin,Brian Powell,2
7095,16866,Jennifer Lopez,Miss Marquez,3
7095,51962,Bill Cosby,Lawrence Woodruff,4
26890,3127,Lili Taylor,Valerie Jean Solanas,0
26890,15440,Jared Harris,Andy Warhol,1
26890,10822,Stephen Dorff,Candy Darling,2
26890,17495,Martha Plimpton,Stevie,3
26890,1591561,Danny Morgenstern,Jeremiah,4
46732,6721,Piper Laurie,Dolly Talbo,0
46732,5606,Sissy Spacek,Verena Talbo,1
46732,6837,Walter Matthau,Judge Charlie Cool,2
46732,820,Edward Furlong,Collin Fenwick,3
46732,80866,Nell Carter,Catherine Creek,4
124633,71010,Tom Conti,Alonso,0
124633,48791,Predrag 'Miki' Manojlović,Bajo,1
124633,25156,María Casares,,2
124633,1049503,Zorka Manojlović,,3
124633,66027,Sergej Trifunović,,4
202425,41056,Papa Wemba,Kourou,0
202425,1184423,Landu Nzunzimbu Matshia,Mamou,1
202425,1184424,Bibi Krubwa,Kabibi,2
202425,1871040,Kanko Kasongo,Nvouandou,3
202425,1871041,Lokinda Menji Feza,Nzazi,4
77771,1154889,Magaye Niang,Mory,0
77771,1090191,Aminata Fall,Aunt Oumy,1
77771,1146166,Ousseynou Diop,Charlie,2
77771,1148018,Josephine Baker,Herself (voice),3
77771,1186856,Christoph Colomb,,4
181083,1349266,Serge Yanogo,Wendkouni,1
181083,1568134,Rosine Yanogo,Pognere,2
181083,1289278,Joseph Nikiema,Tinga,3
181083,1349257,Colette Kaboré,Lale,4
181083,1568135,Simone Tapsoba,Koudbila,5
