movie_id,person_id,person_name,job_title,department
11497,1120175,David J. Steinberg,Story,Writing
2907,5174,Barry Sonnenfeld,Director,Directing
2907,1901,Caroline Thompson,Screenplay,Writing
2907,29529,Larry Wilson,Screenplay,Writing
9454,6340,Susannah Grant,Screenplay,Writing
9454,17167,Andy Tennant,Screenplay,Writing
9454,17167,Andy Tennant,Director,Directing
9454,44217,Charles Perrault,Novel,Writing
9454,58011,Rick Parks,Screenplay,Writing
8688,508,David Koepp,Screenplay,Writing
8688,508,David Koepp,Story,Writing
8688,1150,Brian De Palma,Director,Directing
8688,1150,Brian De Palma,Story,Writing
118452,130816,Jesse Peretz,Director,Directing
118452,36589,Ian McEwan,Story,Writing
118452,78550,David Ryan,Screenplay,Writing
16155,17871,John Hamburg,Director,Directing
16155,17871,John Hamburg,Writer,Writing
48894,141310,Ulrike Koch,Director,Directing
48894,141310,Ulrike Koch,Writer,Writing
23954,15389,Louis Malle,Director,Directing
23954,87025,John Guare,Writer,Writing
12761,6648,Ingmar Bergman,Director,Directing
12761,6648,Ingmar Bergman,Screenplay,Writing
396,5342,Mike Nichols,Director,Directing
396,2637,Ernest Lehman,Screenplay,Writing
14367,10965,Chris Columbus,Director,Directing
14367,139045,David Simkins,Writer,Writing
11814,11505,John Hughes,Screenplay,Writing
11814,11505,John Hughes,Director,Directing
16081,2087,Richard Fleischer,Director,Directing
16081,3616,Leslie Bricusse,Screenplay,Writing
16081,1454647,Hugh Lofting,Novel,Writing
18331,3663,Jerry Lewis,Director,Directing
18331,3663,Jerry Lewis,Writer,Writing
18331,155376,Bill Richmond,Writer,Writing
15171,106834,Charles A. Nichols,Director,Directing
15171,106835,Iwao Takamoto,Director,Directing
15171,61480,E.B. White,Author,Writing
15171,61479,"Earl Hamner, Jr.",Writer,Writing
11837,70663,Martin Rosen,Screenplay,Writing
11837,70663,Martin Rosen,Director,Directing
11837,70665,Richard Adams,Novel,Writing
11704,12881,Gary Goldman,Screenplay,Writing
11704,39056,John Pomeroy,Screenplay,Writing
11704,40345,Don Bluth,Screenplay,Writing
11704,40345,Don Bluth,Director,Directing
11704,70287,Will Finn,Screenplay,Writing
11704,70288,Robert C. O'Brien,Novel,Writing
11639,55983,Jim Henson,Director,Directing
11639,7908,Frank Oz,Director,Directing
11639,58337,David Odell,Screenplay,Writing
11639,55983,Jim Henson,Story,Writing
4978,40345,Don Bluth,Director,Directing
4978,13596,David Kirschner,Writer,Writing
10380,64949,Phil Nibbelink,Director,Directing
10380,21879,Simon Wells,Director,Directing
10380,51972,Flint Dille,Screenplay,Writing
11976,578,Ridley Scott,Director,Directing
11976,9167,William Hjortsberg,Writer,Writing
15144,11505,John Hughes,Screenplay,Writing
15144,11505,John Hughes,Director,Directing
11522,11505,John Hughes,Screenplay,Writing
11522,26502,Howard Deutch,Director,Directing
11557,5572,Joel Schumacher,Screenplay,Writing
11557,5572,Joel Schumacher,Director,Directing
11557,69876,Carl Kurlander,Screenplay,Writing
13853,1044,Michael Chapman,Director,Directing
13853,102445,John Sayles,Screenplay,Writing
13853,1201714,Jean M. Auel,Novel,Writing
11415,58712,Steve Miner,Director,Directing
11415,69331,Ethan Wiley,Screenplay,Writing
37530,69331,Ethan Wiley,Director,Directing
37530,44056,Fred Dekker,Story,Writing
8393,55668,Jamie Uys,Director,Directing
8393,55668,Jamie Uys,Screenplay,Writing
11937,55668,Jamie Uys,Director,Directing
11937,55668,Jamie Uys,Screenplay,Writing
21661,87767,Richard Martin,Director,Directing
21661,87767,Richard Martin,Writer,Writing
9320,34682,Jeremiah S. Chechik,Director,Directing
9320,57293,Sydney Newman,Screenplay,Writing
9320,57294,Don MacPherson,Writer,Writing
33644,70777,Kevin Rodney Sullivan,Director,Directing
33644,111118,Terry McMillan,Writer,Writing
14662,54240,Tamara Jenkins,Director,Directing
14662,54240,Tamara Jenkins,Writer,Writing
125124,72191,Pupi Avati,Director,Directing
125124,72191,Pupi Avati,Writer,Writing
115872,23611,Didier Decoin,Novel,Writing
115872,37577,Bigas Luna,Screenplay,Writing
115872,37577,Bigas Luna,Director,Directing
115872,84770,Cuca Canals,Screenplay,Writing
115872,263085,Jean-Louis Benoît,Screenplay,Writing
39930,223312,Chuck Parello,Director,Directing
39930,223312,Chuck Parello,Writer,Writing
10692,9200,John McNaughton,Director,Directing
10692,67179,Richard Fire,Screenplay,Writing
10692,9200,John McNaughton,Screenplay,Writing
805,3556,Roman Polanski,Screenplay,Writing
805,3556,Roman Polanski,Director,Directing
805,13019,Ira Levin,Novel,Writing
34584,5231,Wolfgang Petersen,Screenplay,Writing
34584,5231,Wolfgang Petersen,Director,Directing
34584,23358,Michael Ende,Novel,Writing
34584,24120,Herman Weigel,Screenplay,Writing
34636,23358,Michael Ende,Novel,Writing
34636,24099,Karin Howard,Screenplay,Writing
34636,1174031,George T. Miller,Director,Directing
2182,22353,John De Bello,Director,Directing
2182,22353,John De Bello,Screenplay,Writing
2182,22357,Costa Dillon,Screenplay,Writing
2182,22356,J. Stephen Peace,Screenplay,Writing
2182,22358,Rick Rockwell,Screenplay,Writing
28070,1198732,Jon Ayres,Screenplay,Writing
28070,1195866,Peter George,Director,Directing
77469,58689,Neil LaBute,Director,Directing
77469,58689,Neil LaBute,Writer,Writing
10278,52629,Joseph Ruben,Director,Directing
10278,17880,Wesley Strick,Screenplay,Writing
10278,8966,Bruce Robinson,Screenplay,Writing
10278,21504,Pierre Jolivet,Novel,Writing
36647,10808,Stephen Norrington,Director,Directing
36647,3893,David S. Goyer,Writer,Writing
17915,19798,Randa Haines,Director,Directing
17915,1348423,Michael Covertino,Writer,Writing
14557,111247,Alan Cohn,Director,Directing
14557,58745,Anthony Abrams,Writer,Writing
14557,58746,Adam Larson Broder,Writer,Writing
9417,12991,Pat Proft,Screenplay,Writing
9417,12991,Pat Proft,Director,Directing
41469,37948,Brad Anderson,Director,Directing
41469,37948,Brad Anderson,Writer,Writing
19381,15149,Sarah Kernochan,Director,Directing
19381,15149,Sarah Kernochan,Writer,Writing
34637,9198,Vincent Ward,Director,Directing
34637,585900,Geoff Chapple,Writer,Writing
34637,585901,Kely Lyons,Writer,Writing
34637,9198,Vincent Ward,Writer,Writing
4011,510,Tim Burton,Director,Directing
4011,913,Warren Skaaren,Screenplay,Writing
4011,29529,Larry Wilson,Story,Writing
4011,34534,Michael McDowell,Screenplay,Writing
4011,34534,Michael McDowell,Story,Writing
161795,117075,Henry Jaglom,Director,Directing
161795,117075,Henry Jaglom,Writer,Writing
161795,990400,Victoria Foyt,Writer,Writing
1580,2636,Alfred Hitchcock,Director,Directing
1580,4341,Ben Hecht,Screenplay,Writing
1580,17665,Arthur Laurents,Screenplay,Writing
5854,2636,Alfred Hitchcock,Director,Directing
5854,2637,Ernest Lehman,Screenplay,Writing
5854,29890,Victor Canning,Novel,Writing
573,2636,Alfred Hitchcock,Director,Directing
573,7749,Arthur La Bern,Author,Writing
573,7750,Anthony Shaffer,Screenplay,Writing
2370,2636,Alfred Hitchcock,Director,Directing
2370,5736,Samuel A. Taylor,Screenplay,Writing
2370,20121,Leon Uris,Novel,Writing
5780,2636,Alfred Hitchcock,Director,Directing
5780,47113,Brian Moore,Novel,Writing
5780,111334,Willis Hall,Screenplay,Writing
5780,111335,Keith Waterhouse,Screenplay,Writing
506,2636,Alfred Hitchcock,Director,Directing
506,6927,Winston Graham,Author,Writing
506,6928,Jay Presson Allen,Screenplay,Writing
506,7394,Evan Hunter,Screenplay,Writing
22527,2636,Alfred Hitchcock,Director,Directing
22527,67807,Maxwell Anderson,Screenplay,Writing
22527,88880,Angus MacPhail,Screenplay,Writing
22527,67807,Maxwell Anderson,Story,Writing
574,2636,Alfred Hitchcock,Director,Directing
574,3599,Charles Bennett,Author,Writing
574,5181,John Michael Hayes,Screenplay,Writing
574,1174346,D.B. Wyndham-Lewis,Story,Writing
11219,2636,Alfred Hitchcock,Director,Directing
11219,5181,John Michael Hayes,Screenplay,Writing
11219,68644,Jack Trevor Story,Novel,Writing
30159,2636,Alfred Hitchcock,Director,Directing
30159,80462,William Archibald,Writer,Writing
30159,105793,George Tabori,Writer,Writing
845,2636,Alfred Hitchcock,Director,Directing
845,4341,Ben Hecht,Screenplay,Writing
845,12491,Patricia Highsmith,Novel,Writing
845,12493,Raymond Chandler,Screenplay,Writing
845,12494,Czenzi Ormonde,Screenplay,Writing
1978,2636,Alfred Hitchcock,Director,Directing
1978,3681,Alma Reville,Writer,Writing
1978,12492,Whitfield Cook,Screenplay,Writing
1978,20395,Selwyn Jepson,Novel,Writing
1978,31843,Ranald MacDougall,Writer,Writing
3682,33541,Mark Christopher,Director,Directing
3682,33541,Mark Christopher,Writer,Writing
51942,126125,Bill Plympton,Director,Directing
46702,16395,Gregory Nava,Director,Directing
46702,153646,Tina Andrews,Writer,Writing
54795,15870,George Orwell,Author,Writing
54795,51950,Robert Bierman,Director,Directing
54795,126454,Alan Plater,Screenplay,Writing
46748,4387,François Ozon,Screenplay,Writing
46748,4387,François Ozon,Director,Directing
46748,280635,Isabelle Broué,Screenplay,Writing
847,6159,Ron Howard,Director,Directing
847,12648,Bob Dolman,Screenplay,Writing
847,1,George Lucas,Story,Writing
117,1150,Brian De Palma,Director,Directing
117,1255,David Mamet,Writer,Writing
117,1256,Oscar Fraley,Novel,Writing
117,1257,Eliot Ness,Novel,Writing
14577,72450,Bob Saget,Director,Directing
14577,77075,Norm Macdonald,Writer,Writing
14577,111745,Frank Sebastiano,Writer,Writing
37498,1726,Steven E. de Souza,Writer,Writing
37498,26760,Tsui Hark,Director,Directing
38621,933,William Nicholson,Director,Directing
38621,933,William Nicholson,Screenplay,Writing
59138,1006852,Iara Lee,Director,Directing
28047,33279,Danny Cannon,Director,Directing
28047,33279,Danny Cannon,Writer,Writing
4175,2636,Alfred Hitchcock,Director,Directing
4175,108626,Helen Simpson,Novel,Writing
4175,131230,James Bridie,Screenplay,Writing
31667,2636,Alfred Hitchcock,Director,Directing
31667,3248,David O. Selznick,Screenplay,Writing
31667,3681,Alma Reville,Screenplay,Writing
31667,4341,Ben Hecht,Screenplay,Writing
31667,53795,Robert Hichens,Novel,Writing
31667,131230,James Bridie,Screenplay,Writing
13321,2636,Alfred Hitchcock,Director,Directing
13321,2636,Alfred Hitchcock,Story,Writing
13321,2747,John Steinbeck,Writer,Writing
13321,4341,Ben Hecht,Screenplay,Writing
13321,82172,Jo Swerling,Screenplay,Writing
21734,2636,Alfred Hitchcock,Director,Directing
21734,3681,Alma Reville,Screenplay,Writing
21734,7662,Sally Benson,Screenplay,Writing
21734,7661,Thornton Wilder,Screenplay,Writing
31997,2636,Alfred Hitchcock,Director,Directing
31997,38240,Peter Viertel,Screenplay,Writing
31997,69513,Joan Harrison,Screenplay,Writing
31997,30520,Dorothy Parker,Screenplay,Writing
24197,2636,Alfred Hitchcock,Director,Directing
24197,89535,Norman Krasna,Story,Writing
24197,89535,Norman Krasna,Screenplay,Writing
11462,2432,Samson Raphaelson,Screenplay,Writing
11462,2636,Alfred Hitchcock,Director,Directing
11462,3681,Alma Reville,Screenplay,Writing
11462,69512,Anthony Berkeley,Novel,Writing
11462,69513,Joan Harrison,Screenplay,Writing
31995,2636,Alfred Hitchcock,Director,Directing
31995,3353,Daphne Du Maurier,Novel,Writing
31995,14292,Sidney Gilliat,Screenplay,Writing
31995,69513,Joan Harrison,Screenplay,Writing
940,2636,Alfred Hitchcock,Director,Directing
940,14291,Ethel Lina White,Novel,Writing
940,14292,Sidney Gilliat,Screenplay,Writing
940,14293,Frank Launder,Screenplay,Writing
2762,2636,Alfred Hitchcock,Director,Directing
2762,3599,Charles Bennett,Screenplay,Writing
2762,27933,Josephine Tey,Novel,Writing
2762,27934,Edwin Greenwood,Screenplay,Writing
2762,27935,Anthony Armstrong,Screenplay,Writing
12684,2636,Alfred Hitchcock,Director,Directing
12684,8327,Joseph Conrad,Novel,Writing
12684,3599,Charles Bennett,Screenplay,Writing
2761,2636,Alfred Hitchcock,Director,Directing
2761,3599,Charles Bennett,Screenplay,Writing
2761,27916,W. Somerset Maugham,Novel,Writing
8208,2636,Alfred Hitchcock,Director,Directing
8208,3599,Charles Bennett,Writer,Writing
8208,1174346,D.B. Wyndham-Lewis,Writer,Writing
52907,2636,Alfred Hitchcock,Director,Directing
15007,2636,Alfred Hitchcock,Screenplay,Writing
15007,2636,Alfred Hitchcock,Director,Directing
15007,3681,Alma Reville,Screenplay,Writing
15007,236446,Rodney Ackland,Screenplay,Writing
36049,2636,Alfred Hitchcock,Director,Directing
36049,3681,Alma Reville,Writer,Writing
36049,96377,Val Valentine,Writer,Writing
36049,554105,Dale Collins,Novel,Writing
52748,2636,Alfred Hitchcock,Director,Directing
52748,2636,Alfred Hitchcock,Writer,Writing
52748,3681,Alma Reville,Writer,Writing
75793,2636,Alfred Hitchcock,Director,Directing
75793,931244,Jack Hulbert,Director,Directing
75793,1547332,Paul Murray,Director,Directing
75793,119324,Adrian Brunel,Writer,Writing
75793,108624,Walter C. Mycroft,Writer,Writing
75793,96377,Val Valentine,Writer,Writing
75793,130222,André Charlot,Director,Directing
47695,2636,Alfred Hitchcock,Director,Directing
47695,2636,Alfred Hitchcock,Writer,Writing
47695,3681,Alma Reville,Writer,Writing
31930,2636,Alfred Hitchcock,Director,Directing
31930,108625,Clemence Dane,Novel,Writing
31930,108626,Helen Simpson,Novel,Writing
20213,2636,Alfred Hitchcock,Director,Directing
20213,553223,Hall Caine,Novel,Writing
543,2636,Alfred Hitchcock,Screenplay,Writing
543,3599,Charles Bennett,Author,Writing
543,7379,Benn W. Levy,Screenplay,Writing
543,2636,Alfred Hitchcock,Director,Directing
36054,2636,Alfred Hitchcock,Director,Directing
36054,2636,Alfred Hitchcock,Writer,Writing
36054,108624,Walter C. Mycroft,Novel,Writing
143750,192852,Francis Lee,Director,Directing
143750,192852,Francis Lee,Writer,Writing
52782,2636,Alfred Hitchcock,Director,Directing
52782,17660,Constance Collier,Screenplay,Writing
52782,27915,Ivor Novello,Screenplay,Writing
36055,2636,Alfred Hitchcock,Director,Directing
36055,27905,Eliot Stannard,Writer,Writing
36056,2636,Alfred Hitchcock,Director,Directing
36056,2636,Alfred Hitchcock,Writer,Writing
2760,2636,Alfred Hitchcock,Director,Directing
2760,27904,Marie Belloc Lowndes,Novel,Writing
2760,27905,Eliot Stannard,Novel,Writing
64398,2636,Alfred Hitchcock,Director,Directing
64398,27905,Eliot Stannard,Writer,Writing
64398,413599,Oliver Sandys,Novel,Writing
10220,21053,John Dahl,Director,Directing
10220,16305,David Levien,Screenplay,Writing
431,5877,Vincenzo Natali,Director,Directing
431,5880,André Bijelic,Screenplay,Writing
431,5877,Vincenzo Natali,Screenplay,Writing
431,5883,Graeme Manson,Screenplay,Writing
31641,16327,Timothy Hutton,Director,Directing
31641,56909,Karen Janszen,Screenplay,Writing
223318,42974,Troy Byer,Director,Directing
69848,57154,Lance Hool,Director,Directing
69848,1479559,Milton S. Gelman,Writer,Writing
22796,16837,Mark Steven Johnson,Director,Directing
22796,16837,Mark Steven Johnson,Screenplay,Writing
22256,11057,Robert Towne,Director,Directing
22256,588114,Kenny Moore,Writer,Writing
22256,11057,Robert Towne,Writer,Writing
37550,26265,Lina Wertmüller,Writer,Writing
37550,26265,Lina Wertmüller,Director,Directing
37916,26265,Lina Wertmüller,Director,Directing
37916,26265,Lina Wertmüller,Writer,Writing
21873,48805,Alan Ormsby,Writer,Writing
21873,57138,Tony Bill,Director,Directing
21500,84657,Lewis John Carlino,Director,Directing
21500,21155,Jim Kouf,Writer,Writing
21500,87590,David Greenwalt,Writer,Writing
84116,8876,Randal Kleiser,Director,Directing
84116,73424,Ken Hixon,Writer,Writing
12626,3388,James L. Brooks,Screenplay,Writing
12626,3388,James L. Brooks,Director,Directing
37818,253869,Tamar Simon Hoffs,Director,Directing
37818,253869,Tamar Simon Hoffs,Writer,Writing
37818,584996,M.L. Kessler,Writer,Writing
3525,5342,Mike Nichols,Director,Directing
3525,4180,Kevin Wade,Screenplay,Writing
129628,19969,Pat O'Connor,Director,Directing
129628,63120,William Boyd,Writer,Writing
2321,16294,Jonathan Demme,Director,Directing
2321,68376,Barry Strugatz,Writer,Writing
2321,68377,Mark R. Burns,Writer,Writing
2028,11649,Cameron Crowe,Director,Directing
2028,11649,Cameron Crowe,Screenplay,Writing
16384,18378,Herbert Ross,Director,Directing
16384,9248,Nora Ephron,Writer,Writing
91217,57383,Paul Brickman,Director,Directing
77314,143279,Peter Sellars,Director,Directing
10699,7627,Laura Ziskin,Screenplay,Writing
10699,3224,Stephen Frears,Director,Directing
10699,7191,David Webb Peoples,Screenplay,Writing
11597,8246,Barry Levinson,Director,Directing
11597,8246,Barry Levinson,Screenplay,Writing
11597,70172,Valerie Curtin,Screenplay,Writing
218624,146225,Silvio Narizzano,Director,Directing
218624,1207676,Jon Stevens,Writer,Writing
47947,1201,Garry Marshall,Director,Directing
47947,163244,Michael Elias,Writer,Writing
47947,163245,Rich Eustis,Writer,Writing
48311,19707,Charles Band,Director,Directing
48311,110576,Michael Shoob,Writer,Writing
48311,139484,Alan J. Adler,Writer,Writing
44772,98199,Jerry Schatzberg,Director,Directing
44772,1301603,Terence Mulcahy,Screenplay,Writing
44772,34692,Craig Bolotin,Screenplay,Writing
44772,34692,Craig Bolotin,Story,Writing
14347,13284,Stanley Donen,Director,Directing
14347,65401,Charlie Peters,Writer,Writing
14347,18267,Larry Gelbart,Writer,Writing
41090,2880,Emilio Estevez,Director,Directing
41090,2880,Emilio Estevez,Writer,Writing
18282,87565,Savage Steve Holland,Director,Directing
18282,87565,Savage Steve Holland,Writer,Writing
18169,1255,David Mamet,Writer,Writing
18169,9181,Edward Zwick,Director,Directing
18169,95216,Tim Kazurinsky,Writer,Writing
11082,68085,Carl Schultz,Director,Directing
11082,65363,Clifford Green,Screenplay,Writing
11082,13420,Ellen Greene,Author,Writing
5971,17016,Neil Jordan,Director,Directing
5971,1255,David Mamet,Screenplay,Writing
5971,32108,Albert Husson,Screenplay,Writing
5971,31843,Ranald MacDougall,Screenplay,Writing
5971,46993,Sam Spewack,Screenplay,Writing
5971,46994,Bella Spewack,Screenplay,Writing
11933,707,Dan Aykroyd,Screenplay,Writing
11933,707,Dan Aykroyd,Director,Directing
20096,15239,Terry Hughes,Director,Directing
20096,129644,Ezra Litwak,Writer,Writing
20096,129645,Marjorie Schwartz,Writer,Writing
30815,72427,Alan Rudolph,Director,Directing
30815,143312,William Reilly,Writer,Writing
30815,1078810,Claude Kerven,Writer,Writing
881,3026,Rob Reiner,Director,Directing
881,13520,Aaron Sorkin,Screenplay,Writing
4478,7270,Adrian Lyne,Director,Directing
4478,21371,Amy Holden Jones,Screenplay,Writing
4478,37433,Jack Engelhard,Novel,Writing
22318,3180,David Veloz,Director,Directing
22318,15801,Jerry Stahl,Writer,Writing
22318,3180,David Veloz,Writer,Writing
53113,21712,Carl Franklin,Director,Directing
2109,11091,Brett Ratner,Director,Directing
2109,21155,Jim Kouf,Screenplay,Writing
2109,21634,Ross LaManna,Screenplay,Writing
2109,21634,Ross LaManna,Story,Writing
122289,1075843,Jerzy Domaradzki,Director,Directing
122289,1144400,Steve Wright,Writer,Writing
122289,1304382,Kate Grenville,Novel,Writing
24746,116653,Lance Mungia,Director,Directing
24746,116653,Lance Mungia,Writer,Writing
24746,103999,Jeffrey Falcon,Writer,Writing
72987,54441,James Ivory,Director,Directing
72987,567771,Kaylie Jones,Novel,Writing
72987,54441,James Ivory,Screenplay,Writing
72987,54443,Ruth Prawer Jhabvala,Screenplay,Writing
193103,1150813,Ramin Niami,Director,Directing
193103,1150813,Ramin Niami,Writer,Writing
193103,1487719,Patrick Dillon,Writer,Writing
8195,1255,David Mamet,Screenplay,Writing
8195,13776,John Frankenheimer,Director,Directing
8195,108846,J.D. Zeik,Screenplay,Writing
8195,108846,J.D. Zeik,Story,Writing
9877,59958,Jamie Blanks,Director,Directing
9877,59959,Silvio Horta,Screenplay,Writing
26618,42994,David Dobkin,Director,Directing
26618,95786,Matthew L. Healy,Writer,Writing
21132,34849,Ted Demme,Director,Directing
21132,87137,Mike Armstrong,Writer,Writing
11855,10367,John Waters,Director,Directing
11855,10367,John Waters,Screenplay,Writing
24016,4956,Bernardo Bertolucci,Director,Directing
24016,266350,Paul Bowles,Novel,Writing
24016,11379,Mark Peploe,Screenplay,Writing
24016,4956,Bernardo Bertolucci,Screenplay,Writing
14785,37630,Shekhar Kapur,Director,Directing
14785,1384979,Mala Sen,Screenplay,Writing
14794,78157,Lindsay Anderson,Director,Directing
14794,97164,David Sherwin,Screenplay,Writing
3486,32154,Piers Haggard,Director,Directing
3486,18907,Richard Quine,Director,Directing
3486,12446,Peter Sellers,Director,Directing
3486,32155,Rudy Dochtermann,Screenplay,Writing
3486,32156,Jim Moloney,Screenplay,Writing
3486,32113,Sax Rohmer,Novel,Writing
11071,51677,Gordon Douglas,Director,Directing
11071,68089,Ted Sherdeman,Screenplay,Writing
11071,30969,George Worthing Yates,Story,Writing
1091,11770,John Carpenter,Director,Directing
1091,15406,Bill Lancaster,Screenplay,Writing
1091,1429045,John W. Campbell Jr.,Story,Writing
10403,9789,Robert Altman,Director,Directing
10403,16939,Michael Tolkin,Screenplay,Writing
10403,16939,Michael Tolkin,Novel,Writing
11337,1243,Woody Allen,Screenplay,Writing
11337,1243,Woody Allen,Director,Directing
162,510,Tim Burton,Director,Directing
162,510,Tim Burton,Story,Writing
162,1901,Caroline Thompson,Story,Writing
162,1901,Caroline Thompson,Screenplay,Writing
25723,56514,Steve Bloom,Screenplay,Writing
25723,57870,Jason Bloom,Director,Directing
25723,179519,Marc Sedaka,Screenplay,Writing
73351,201278,Susanna Styron,Director,Directing
73351,1061481,William Styron,Writer,Writing
73351,201278,Susanna Styron,Writer,Writing
73351,1051825,Bridget Terry,Writer,Writing
8916,3288,Chris Weitz,Screenplay,Writing
8916,3289,Paul Weitz,Screenplay,Writing
8916,18863,Eric Darnell,Director,Directing
8916,52870,Tim Johnson,Director,Directing
8916,56268,Todd Alcott,Screenplay,Writing
28134,2283,Stanley Tucci,Director,Directing
28134,2283,Stanley Tucci,Writer,Writing
9429,4485,Steve Koren,Screenplay,Writing
9429,23659,Will Ferrell,Screenplay,Writing
9429,58316,John Fortenberry,Director,Directing
9429,58317,Chris Kattan,Screenplay,Writing
12159,5144,Ronald Bass,Screenplay,Writing
12159,9198,Vincent Ward,Director,Directing
12159,12415,Richard Matheson,Novel,Writing
27791,60434,Dee Snider,Writer,Writing
27791,554474,John Pieplow,Director,Directing
43106,8929,Charles Crichton,Director,Directing
30197,14639,Mel Brooks,Director,Directing
30197,14639,Mel Brooks,Writer,Writing
10156,14639,Mel Brooks,Director,Directing
10156,14639,Mel Brooks,Screenplay,Writing
10377,14089,Dale Launer,Screenplay,Writing
10377,21217,Jonathan Lynn,Director,Directing
3121,9789,Robert Altman,Director,Directing
3121,30588,Joan Tewkesbury,Screenplay,Writing
4975,40307,John Maybury,Director,Directing
4975,40307,John Maybury,Screenplay,Writing
37532,82286,Marc Levin,Director,Directing
9713,2691,Tom Schulman,Screenplay,Writing
9713,18356,Stephen Herek,Director,Directing
134368,69719,Bruno Barreto,Director,Directing
134368,131119,Bo Dietl,Writer,Writing
134368,946461,Ken Gross,Writer,Writing
134368,57650,Jeremy Iacone,Screenplay,Writing
85837,103355,Orville H. Hampton,Writer,Writing
85837,107065,Arthur Marks,Director,Directing
1039,15115,Stefan Ruzowitzky,Screenplay,Writing
1039,15115,Stefan Ruzowitzky,Director,Directing
9821,36804,Peter Chelsom,Director,Directing
9821,59637,Rodman Philbrick,Screenplay,Writing
4437,241,Arthur C. Clarke,Novel,Writing
4437,37710,Peter Hyams,Director,Directing
4437,37710,Peter Hyams,Screenplay,Writing
1890,19798,Randa Haines,Director,Directing
1890,19799,Mark Medoff,Screenplay,Writing
1955,5602,David Lynch,Director,Directing
1955,5602,David Lynch,Screenplay,Writing
1955,32478,Christopher De Vore,Screenplay,Writing
1955,32477,Eric Bergren,Screenplay,Writing
39437,2163,Richard LaGravenese,Writer,Writing
39437,16294,Jonathan Demme,Director,Directing
39437,16328,Adam Brooks,Writer,Writing
39437,13308,Akosua Busia,Writer,Writing
39437,992503,Toni Morrison,Writer,Writing
11932,17268,Ronny Yu,Director,Directing
11932,65677,Don Mancini,Screenplay,Writing
6435,2171,Griffin Dunne,Director,Directing
6435,16328,Adam Brooks,Screenplay,Writing
6435,5575,Akiva Goldsman,Screenplay,Writing
6435,19852,Robin Swicord,Screenplay,Writing
6435,51680,Alice Hoffman,Novel,Writing
108316,1043813,Evan Dunsky,Screenplay,Writing
108316,1043813,Evan Dunsky,Director,Directing
10683,66605,Todd Solondz,Director,Directing
10683,66605,Todd Solondz,Screenplay,Writing
63709,11505,John Hughes,Writer,Writing
63709,65482,William Ryan,Director,Directing
9445,9032,Bryan Singer,Director,Directing
9445,51974,Brandon Boyce,Screenplay,Writing
9445,3027,Stephen King,Screenplay,Writing
2657,23964,Gary Ross,Director,Directing
2657,23964,Gary Ross,Screenplay,Writing
9425,4014,Paul W.S. Anderson,Director,Directing
9425,7191,David Webb Peoples,Screenplay,Writing
32326,5345,Bennett Miller,Director,Directing
637,4818,Roberto Benigni,Screenplay,Writing
637,4818,Roberto Benigni,Director,Directing
637,9234,Vincenzo Cerami,Screenplay,Writing
8675,34517,Trey Parker,Director,Directing
8675,34517,Trey Parker,Writer,Writing
8675,34518,Matt Stone,Writer,Writing
8675,34517,Trey Parker,Screenplay,Writing
125762,121585,Raúl Ruiz,Director,Directing
125762,160394,Duane Poole,Screenplay,Writing
20701,3027,Stephen King,Story,Writing
20701,14999,George A. Romero,Screenplay,Writing
20701,13367,John Harrison,Director,Directing
20701,25167,Arthur Conan Doyle,Story,Writing
20701,34534,Michael McDowell,Screenplay,Writing
9945,11770,John Carpenter,Director,Directing
9945,51346,Don Jakoby,Screenplay,Writing
73,814,Tony Kaye,Director,Directing
73,818,David McKenna,Screenplay,Writing
73,818,David McKenna,Author,Writing
18603,75882,S.R. Bindler,Director,Directing
46889,2163,Richard LaGravenese,Director,Directing
46889,2163,Richard LaGravenese,Writer,Writing
12888,139874,Hype Williams,Director,Directing
12888,139874,Hype Williams,Writer,Writing
12888,233448,Anthony Bodden,Writer,Writing
12888,233449,Nas,Writer,Writing
3033,15557,Bill Condon,Director,Directing
3033,29785,Christopher Bram,Novel,Writing
3033,15557,Bill Condon,Screenplay,Writing
9882,9181,Edward Zwick,Director,Directing
9882,59978,Lawrence Wright,Screenplay,Writing
9882,736,Menno Meyjes,Screenplay,Writing
9882,9181,Edward Zwick,Screenplay,Writing
10663,19292,Adam Sandler,Screenplay,Writing
10663,56728,Tim Herlihy,Screenplay,Writing
10663,57370,Frank Coraci,Director,Directing
4518,37630,Shekhar Kapur,Director,Directing
4518,37631,Michael Hirst,Screenplay,Writing
1808,16863,Todd Haynes,Screenplay,Writing
1808,16863,Todd Haynes,Director,Directing
1808,16863,Todd Haynes,Story,Writing
1808,17234,James Lyons,Story,Writing
3600,33279,Danny Cannon,Director,Directing
3600,33280,Trey Callaway,Screenplay,Writing
17037,15042,Arlene Sanford,Director,Directing
17037,66566,Tom Nursall,Screenplay,Writing
17037,33314,Michael Allin,Author,Writing
297,769,Martin Brest,Director,Directing
297,4178,Ron Osborn,Screenplay,Writing
297,4179,Jeff Reno,Screenplay,Writing
297,4180,Kevin Wade,Screenplay,Writing
297,4181,Bo Goldman,Screenplay,Writing
5332,19969,Pat O'Connor,Director,Directing
5332,43621,Frank McGuinness,Screenplay,Writing
21589,55189,Bruce McDonald,Director,Directing
8336,1224,Ethan Coen,Author,Writing
8336,54563,J. Todd Anderson,Author,Writing
8336,54563,J. Todd Anderson,Director,Directing
